#NAME?,DIA US Index,CNYUSD Curncy,EURUSD Curncy,GBTC US Equity,ETHE US Equity,LTCN US Equity,CCRIXRP Index,,,,,,
DATES,"px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)",,,,,,
25/01/2018,263.75,0.1581,1.2396,18.51648352,#N/A,#N/A,1.2991,,,,,,
26/01/2018,265.91,0.15833,1.2427,18.07692308,#N/A,#N/A,1.2174,,,,,,
29/01/2018,264.16,0.1578,1.2383,19.14,#N/A,#N/A,1.286,,,,,,
30/01/2018,260.62,0.15813,1.2402,17.51,#N/A,#N/A,1.1659,,,,,,
31/01/2018,261.44,0.15902,1.2414,15.59,#N/A,#N/A,1.0972,,,,,,
01/02/2018,261.62,0.15865,1.251,13.11,#N/A,#N/A,0.9953,,,,,,
02/02/2018,254.93,0.15863,1.2463,12,#N/A,#N/A,0.8928,,,,,,
05/02/2018,243.27,0.15901,1.2367,10.05,#N/A,#N/A,0.7098,,,,,,
06/02/2018,248.96,0.15912,1.2377,12.31,#N/A,#N/A,0.7172,,,,,,
07/02/2018,248.76,0.15951,1.2264,13.69,#N/A,#N/A,0.7799,,,,,,
08/02/2018,238.67,0.15804,1.2247,13.945,#N/A,#N/A,0.7523,,,,,,
09/02/2018,242.03,0.15901,1.2252,14.34,#N/A,#N/A,0.8833,,,,,,
12/02/2018,246.17,0.15786,1.2292,14.87,#N/A,#N/A,1.0258,,,,,,
13/02/2018,246.57,0.15769,1.2352,14.39,#N/A,#N/A,0.9842,,,,,,
14/02/2018,249.3,0.15753,1.2451,16.44,#N/A,#N/A,1.0413,,,,,,
15/02/2018,252.5,0.15752,1.2506,18.64,#N/A,#N/A,1.1025,,,,,,
16/02/2018,251.96,0.15758,1.2406,17.76,#N/A,#N/A,1.1087,,,,,,
19/02/2018,251.96,0.15753,1.2407,17.76,#N/A,#N/A,1.1248,,,,,,
20/02/2018,249.35,0.15767,1.2337,19.99,#N/A,#N/A,1.0901,,,,,,
21/02/2018,247.72,0.15742,1.2284,17.86,#N/A,#N/A,0.9695,,,,,,
22/02/2018,249.49,0.15751,1.233,16.92,#N/A,#N/A,0.8949,,,,,,
23/02/2018,252.91,0.15784,1.2295,17.21,#N/A,#N/A,0.9589,,,,,,
26/02/2018,256.92,0.15833,1.2317,17.82,#N/A,#N/A,0.9323,,,,,,
27/02/2018,253.96,0.15833,1.2233,18.16,#N/A,#N/A,0.927,,,,,,
28/02/2018,250.2,0.15795,1.2194,17.83,#N/A,#N/A,0.9048,,,,,,
01/03/2018,245.98,0.15728,1.2267,18.1,#N/A,#N/A,0.9174,,,,,,
02/03/2018,245.35,0.15751,1.2317,18,#N/A,#N/A,0.8907,,,,,,
05/03/2018,248.84,0.15751,1.2336,18.6101,#N/A,#N/A,1.0435,,,,,,
06/03/2018,248.84,0.15847,1.2404,17.1599,#N/A,#N/A,0.9265,,,,,,
07/03/2018,248.11,0.15808,1.2411,15.74,#N/A,#N/A,0.8939,,,,,,
08/03/2018,249.14,0.15771,1.2312,15.74,#N/A,#N/A,0.8457,,,,,,
09/03/2018,253.56,0.15787,1.2307,14.9899,#N/A,#N/A,0.8142,,,,,,
12/03/2018,251.96,0.15798,1.2334,15.16,#N/A,#N/A,0.7867,,,,,,
13/03/2018,250.22,0.1582,1.239,14.8,#N/A,#N/A,0.7674,,,,,,
14/03/2018,247.88,0.15828,1.2368,13.305,#N/A,#N/A,0.7339,,,,,,
15/03/2018,249,0.1582,1.2305,13.46,#N/A,#N/A,0.6668,,,,,,
16/03/2018,249.1,0.15786,1.229,14.23,#N/A,#N/A,0.6986,,,,,,
19/03/2018,245.91,0.15786,1.2335,13.6,#N/A,#N/A,0.6766,,,,,,
20/03/2018,247.1,0.15786,1.2242,14.6,#N/A,#N/A,0.6783,,,,,,
21/03/2018,246.62,0.15807,1.2338,14.75,#N/A,#N/A,0.6991,,,,,,
22/03/2018,239.36,0.15779,1.2302,14.09,#N/A,#N/A,0.6353,,,,,,
23/03/2018,235.13,0.15834,1.2353,13.72,#N/A,#N/A,0.6393,,,,,,
26/03/2018,241.82,0.15902,1.2444,12.61,#N/A,#N/A,0.5906,,,,,,
27/03/2018,238.29,0.15915,1.2403,11.95,#N/A,#N/A,0.5866,,,,,,
28/03/2018,238.28,0.15878,1.2308,11.28,#N/A,#N/A,0.5716,,,,,,
29/03/2018,241.4,0.15898,1.23,10.49,#N/A,#N/A,0.5231,,,,,,
30/03/2018,241.4,0.15896,1.2324,10.49,#N/A,#N/A,0.4893,,,,,,
02/04/2018,236.15,0.15933,1.2302,11.19,#N/A,#N/A,0.4855,,,,,,
03/04/2018,240.15,0.159,1.227,12.67,#N/A,#N/A,0.5288,,,,,,
04/04/2018,242.46,0.15859,1.2278,11.12,#N/A,#N/A,0.4925,,,,,,
05/04/2018,244.91,0.1586,1.224,11.01,#N/A,#N/A,0.4884,,,,,,
06/04/2018,239.13,0.15862,1.2281,10.55,#N/A,#N/A,0.4667,,,,,,
09/04/2018,239.73,0.1586,1.2321,10.55,#N/A,#N/A,0.4785,,,,,,
10/04/2018,244.01,0.15915,1.2356,11.05,#N/A,#N/A,0.4849,,,,,,
11/04/2018,241.88,0.15947,1.2367,11.48,#N/A,#N/A,0.4991,,,,,,
12/04/2018,244.81,0.15891,1.2327,12.48,#N/A,#N/A,0.5744,,,,,,
13/04/2018,243.58,0.15929,1.2331,13.52,#N/A,#N/A,0.6705,,,,,,
16/04/2018,245.62,0.15887,1.238,13.18,#N/A,#N/A,0.6456,,,,,,
17/04/2018,247.8,0.15911,1.237,12.43,#N/A,#N/A,0.6725,,,,,,
18/04/2018,247.38,0.15938,1.2374,13.24,#N/A,#N/A,0.6865,,,,,,
19/04/2018,246.57,0.15926,1.2345,13.65,#N/A,#N/A,0.7228,,,,,,
20/04/2018,244.48,0.15882,1.2288,14.85,#N/A,#N/A,0.8599,,,,,,
23/04/2018,244.35,0.1583,1.2209,15.25,#N/A,#N/A,0.8722,,,,,,
24/04/2018,240.09,0.15858,1.2233,16.88,#N/A,#N/A,0.9089,,,,,,
25/04/2018,240.7,0.15806,1.2161,15.07,#N/A,#N/A,0.7813,,,,,,
26/04/2018,243.12,0.15723,1.2103,15.35,#N/A,#N/A,0.7981,,,,,,
27/04/2018,242.95,0.15789,1.213,15.5,#N/A,#N/A,0.8429,,,,,,
30/04/2018,241.54,0.15788,1.2078,15.85,#N/A,#N/A,0.838,,,,,,
01/05/2018,240.76,0.1579,1.1993,14.94,#N/A,#N/A,0.8097,,,,,,
02/05/2018,239.11,0.15717,1.1951,14.44,#N/A,#N/A,0.8434,,,,,,
03/05/2018,239.1,0.15739,1.1988,15.2,#N/A,#N/A,0.8673,,,,,,
04/05/2018,242.52,0.15717,1.196,15.59,#N/A,#N/A,0.8994,,,,,,
07/05/2018,243.42,0.15707,1.1922,14.97,#N/A,#N/A,0.8075,,,,,,
08/05/2018,243.42,0.15697,1.1864,14.7101,#N/A,#N/A,0.8047,,,,,,
09/05/2018,245.4,0.15717,1.1851,14.97,#N/A,#N/A,0.7936,,,,,,
10/05/2018,247.46,0.1575,1.1915,14.58,#N/A,#N/A,0.7977,,,,,,
11/05/2018,248.54,0.15788,1.1943,14.1,#N/A,#N/A,0.6869,,,,,,
14/05/2018,249.27,0.15775,1.1927,14.5,#N/A,#N/A,0.7385,,,,,,
15/05/2018,247.31,0.15699,1.1838,14.25,#N/A,#N/A,0.7207,,,,,,
16/05/2018,247.97,0.15695,1.1808,13.75,#N/A,#N/A,0.6766,,,,,,
17/05/2018,247.74,0.15706,1.1795,13.53,#N/A,#N/A,0.6959,,,,,,
18/05/2018,247,0.15675,1.1772,13.535,#N/A,#N/A,0.6564,,,,,,
21/05/2018,249.94,0.15667,1.1791,13.61,#N/A,#N/A,0.6789,,,,,,
22/05/2018,248.18,0.15705,1.1779,13.08,#N/A,#N/A,0.6669,,,,,,
23/05/2018,248.63,0.1565,1.1697,12.22,#N/A,#N/A,0.6155,,,,,,
24/05/2018,247.91,0.15673,1.172,12.24,#N/A,#N/A,0.6126,,,,,,
25/05/2018,247.37,0.1565,1.1651,12.15,#N/A,#N/A,0.6089,,,,,,
28/05/2018,247.37,0.15627,1.1625,12.15,#N/A,#N/A,0.5813,,,,,,
29/05/2018,243.45,0.15577,1.154,12.15,#N/A,#N/A,0.5926,,,,,,
30/05/2018,246.7,0.15579,1.1665,11.96,#N/A,#N/A,0.6054,,,,,,
31/05/2018,244.18,0.156,1.1693,12.2799,#N/A,#N/A,0.6134,,,,,,
01/06/2018,246.36,0.15575,1.1659,12.1,#N/A,#N/A,0.6125,,,,,,
04/06/2018,248.2,0.156,1.1699,11.98,#N/A,#N/A,0.6405,,,,,,
05/06/2018,248.15,0.15612,1.1718,12.43,#N/A,#N/A,0.6549,,,,,,
06/06/2018,251.52,0.15654,1.1774,12.45,#N/A,#N/A,0.6719,,,,,,
07/06/2018,252.53,0.15641,1.18,12.86,#N/A,#N/A,0.6778,,,,,,
08/06/2018,253.27,0.15609,1.1769,12.7,#N/A,#N/A,0.6668,,,,,,
11/06/2018,253.39,0.15643,1.1784,11.7,#N/A,#N/A,0.5698,,,,,,
12/06/2018,253.3,0.15616,1.1745,11.29,#N/A,#N/A,0.578,,,,,,
13/06/2018,252.18,0.15631,1.1791,10.6,#N/A,#N/A,0.5291,,,,,,
14/06/2018,251.99,0.15621,1.1568,11.53,#N/A,#N/A,0.535,,,,,,
15/06/2018,250.74,0.15531,1.161,10.95,#N/A,#N/A,0.5435,,,,,,
18/06/2018,249.73,0.1553,1.1623,11.05,#N/A,#N/A,0.5147,,,,,,
19/06/2018,246.88,0.1542,1.159,11,#N/A,#N/A,0.5447,,,,,,
20/06/2018,246.46,0.15448,1.1572,10.9,#N/A,#N/A,0.5422,,,,,,
21/06/2018,244.5,0.15399,1.1604,10.7,#N/A,#N/A,0.5335,,,,,,
22/06/2018,245.69,0.15371,1.1651,10.1,#N/A,#N/A,0.4923,,,,,,
25/06/2018,242.31,0.15285,1.1704,9.8,#N/A,#N/A,0.4832,,,,,,
26/06/2018,242.67,0.15199,1.1648,9.23,#N/A,#N/A,0.473,,,,,,
27/06/2018,241.12,0.15143,1.1554,8.52,#N/A,#N/A,0.4606,,,,,,
28/06/2018,242.08,0.15089,1.1569,8.94,#N/A,#N/A,0.4597,,,,,,
29/06/2018,242.73,0.151,1.1684,8.53,#N/A,#N/A,0.4314,,,,,,
02/07/2018,242.73,0.14995,1.1639,10.2,#N/A,#N/A,0.4802,,,,,,
03/07/2018,241.66,0.15055,1.1658,10.01,#N/A,#N/A,0.4921,,,,,,
04/07/2018,241.66,0.15076,1.1657,10.01,#N/A,#N/A,0.4973,,,,,,
05/07/2018,243.55,0.15069,1.1691,10.05,#N/A,#N/A,0.4812,,,,,,
06/07/2018,244.6,0.15052,1.1746,10.23,#N/A,#N/A,0.4732,,,,,,
09/07/2018,247.84,0.15108,1.1751,10.3,#N/A,#N/A,0.4777,,,,,,
10/07/2018,249.23,0.15079,1.1744,9.27,#N/A,#N/A,0.4479,,,,,,
11/07/2018,247.08,0.14968,1.1674,9.35,#N/A,#N/A,0.4471,,,,,,
12/07/2018,249.3,0.15001,1.1672,9.31,#N/A,#N/A,0.4335,,,,,,
13/07/2018,250.2,0.14947,1.1685,9.24,#N/A,#N/A,0.44,,,,,,
16/07/2018,250.67,0.14946,1.1711,10.3,#N/A,#N/A,0.4644,,,,,,
17/07/2018,251.28,0.1491,1.1661,11.49,#N/A,#N/A,0.4743,,,,,,
18/07/2018,252.03,0.14876,1.1639,10.83,#N/A,#N/A,0.5151,,,,,,
19/07/2018,250.79,0.14762,1.1642,10.95,#N/A,#N/A,0.4881,,,,,,
20/07/2018,250.44,0.1477,1.1724,11,#N/A,#N/A,0.4577,,,,,,
23/07/2018,250.26,0.14709,1.1692,11.58,#N/A,#N/A,0.4528,,,,,,
24/07/2018,252.21,0.14724,1.1687,12.26,#N/A,#N/A,0.4628,,,,,,
25/07/2018,254.02,0.14772,1.1729,11.88,#N/A,#N/A,0.4557,,,,,,
26/07/2018,255.12,0.14721,1.1643,12.1,#N/A,#N/A,0.4591,,,,,,
27/07/2018,254.26,0.14676,1.1657,11.95,#N/A,#N/A,0.4464,,,,,,
30/07/2018,252.87,0.14672,1.1706,11.11,#N/A,#N/A,0.4484,,,,,,
31/07/2018,254.17,0.14682,1.1691,10.42,#N/A,#N/A,0.4296,,,,,,
01/08/2018,253.11,0.14657,1.166,10.1,#N/A,#N/A,0.4492,,,,,,
02/08/2018,253.1,0.14614,1.1585,10.35,#N/A,#N/A,0.4328,,,,,,
03/08/2018,254.39,0.1464,1.1568,10.15,#N/A,#N/A,0.4416,,,,,,
06/08/2018,254.85,0.14591,1.1554,9.97,#N/A,#N/A,0.4226,,,,,,
07/08/2018,256.12,0.14636,1.1599,10.13,#N/A,#N/A,0.4088,,,,,,
08/08/2018,255.62,0.14628,1.161,9.73,#N/A,#N/A,0.339,,,,,,
09/08/2018,255.16,0.1466,1.1527,9.74,#N/A,#N/A,0.348,,,,,,
10/08/2018,253.3,0.14606,1.1413,9.6,#N/A,#N/A,0.3341,,,,,,
13/08/2018,252.04,0.14514,1.141,9.41,#N/A,#N/A,0.3011,,,,,,
14/08/2018,253.21,0.14526,1.1344,9.2,#N/A,#N/A,0.26,,,,,,
15/08/2018,251.76,0.1442,1.1345,9.64,#N/A,#N/A,0.2863,,,,,,
16/08/2018,255.94,0.14529,1.1377,9.1,#N/A,#N/A,0.2893,,,,,,
17/08/2018,256.51,0.1454,1.1438,8.87,#N/A,#N/A,0.3144,,,,,,
20/08/2018,257.43,0.14581,1.1482,8.76,#N/A,#N/A,0.3307,,,,,,
21/08/2018,258.07,0.14604,1.1571,8.87,#N/A,#N/A,0.3268,,,,,,
22/08/2018,257.18,0.14616,1.1597,8.93,#N/A,#N/A,0.3377,,,,,,
23/08/2018,256.49,0.14539,1.154,8.82,#N/A,#N/A,0.3221,,,,,,
24/08/2018,257.85,0.14689,1.1622,9.18,#N/A,#N/A,0.3216,,,,,,
27/08/2018,260.58,0.14668,1.1678,9.34,#N/A,#N/A,0.3263,,,,,,
28/08/2018,260.64,0.14701,1.1695,9.86,#N/A,#N/A,0.3494,,,,,,
29/08/2018,261.33,0.1466,1.1707,9.49,#N/A,#N/A,0.3498,,,,,,
30/08/2018,260.01,0.1461,1.1671,9.13,#N/A,#N/A,0.3289,,,,,,
31/08/2018,259.85,0.14638,1.1602,9.5,#N/A,#N/A,0.3298,,,,,,
03/09/2018,259.85,0.14622,1.1619,9.5,#N/A,#N/A,0.337,,,,,,
04/09/2018,259.73,0.1461,1.1582,9.5,#N/A,#N/A,0.3378,,,,,,
05/09/2018,259.92,0.14639,1.163,8.85,#N/A,#N/A,0.3057,,,,,,
06/09/2018,260.29,0.1463,1.1623,8.58,#N/A,#N/A,0.2886,,,,,,
07/09/2018,259.54,0.1461,1.1553,8.34,#N/A,#N/A,0.292,,,,,,
10/09/2018,258.94,0.14588,1.1594,8.23,#N/A,#N/A,0.2712,,,,,,
11/09/2018,260.03,0.14551,1.1606,8.14,#N/A,#N/A,0.261,,,,,,
12/09/2018,260.25,0.14575,1.1626,8.24,#N/A,#N/A,0.2604,,,,,,
13/09/2018,261.78,0.1461,1.169,8.69,#N/A,#N/A,0.2802,,,,,,
14/09/2018,261.89,0.14556,1.1625,8.55,#N/A,#N/A,0.2735,,,,,,
17/09/2018,260.98,0.14583,1.1683,8.04,#N/A,#N/A,0.2767,,,,,,
18/09/2018,262.91,0.14574,1.1667,8.1,#N/A,#N/A,0.326,,,,,,
19/09/2018,264.42,0.14599,1.1673,8.17,#N/A,#N/A,0.3209,,,,,,
20/09/2018,267.04,0.14605,1.1777,8.09,#N/A,#N/A,0.3682,,,,,,
21/09/2018,267.12,0.14582,1.1749,8.85,#N/A,#N/A,0.6326,,,,,,
24/09/2018,265.42,0.14537,1.1748,8.32,#N/A,#N/A,0.529,,,,,,
25/09/2018,264.73,0.14562,1.1767,8.05,#N/A,#N/A,0.4552,,,,,,
26/09/2018,263.78,0.14539,1.1739,8.03,#N/A,#N/A,0.5497,,,,,,
27/09/2018,264.25,0.14513,1.1641,8.08,#N/A,#N/A,0.524,,,,,,
28/09/2018,264.4,0.14558,1.1604,7.94,#N/A,#N/A,0.5305,,,,,,
01/10/2018,266.73,0.14558,1.1578,7.73,#N/A,#N/A,0.5486,,,,,,
02/10/2018,267.57,0.14558,1.1548,7.4,#N/A,#N/A,0.5596,,,,,,
03/10/2018,267.95,0.14558,1.1478,7.36,#N/A,#N/A,0.5287,,,,,,
04/10/2018,266.25,0.14558,1.1514,7.46,#N/A,#N/A,0.5337,,,,,,
05/10/2018,264.32,0.14558,1.1524,7.3,#N/A,#N/A,0.5198,,,,,,
08/10/2018,264.83,0.14429,1.1492,7.88,#N/A,#N/A,0.4918,,,,,,
09/10/2018,264.23,0.14445,1.1491,7.725,#N/A,#N/A,0.476,,,,,,
10/10/2018,256.06,0.14442,1.152,7.31,#N/A,#N/A,0.4685,,,,,,
11/10/2018,250.27,0.14514,1.1593,6.78,#N/A,#N/A,0.4095,,,,,,
12/10/2018,253.3,0.14446,1.156,6.85,#N/A,#N/A,0.4257,,,,,,
15/10/2018,252.34,0.14457,1.1579,7.25,#N/A,#N/A,0.4522,,,,,,
16/10/2018,257.92,0.14468,1.1574,7.28,#N/A,#N/A,0.4585,,,,,,
17/10/2018,256.97,0.14435,1.1501,7.21,#N/A,#N/A,0.4706,,,,,,
18/10/2018,253.68,0.14414,1.1453,6.98,#N/A,#N/A,0.4716,,,,,,
19/10/2018,254.32,0.14431,1.1514,7.05,#N/A,#N/A,0.454,,,,,,
22/10/2018,253.04,0.14394,1.1464,7.18,#N/A,#N/A,0.4533,,,,,,
23/10/2018,251.67,0.14413,1.1471,7.22,#N/A,#N/A,0.445,,,,,,
24/10/2018,245.64,0.14401,1.1392,7.19,#N/A,#N/A,0.4644,,,,,,
25/10/2018,249.77,0.14391,1.1375,7.04,#N/A,#N/A,0.4567,,,,,,
26/10/2018,246.53,0.14402,1.1403,6.97,#N/A,#N/A,0.4586,,,,,,
29/10/2018,244.47,0.14364,1.1373,6.83,#N/A,#N/A,0.4425,,,,,,
30/10/2018,248.7,0.14353,1.1345,6.66,#N/A,#N/A,0.4462,,,,,,
31/10/2018,251.19,0.14335,1.1312,6.74,#N/A,#N/A,0.4426,,,,,,
01/11/2018,253.73,0.14444,1.1408,6.64,#N/A,#N/A,0.4525,,,,,,
02/11/2018,252.46,0.14512,1.1388,6.93,#N/A,#N/A,0.462,,,,,,
05/11/2018,254.48,0.14439,1.1407,7.165,#N/A,#N/A,0.4845,,,,,,
06/11/2018,256.23,0.14452,1.1427,7.49,#N/A,#N/A,0.538,,,,,,
07/11/2018,261.78,0.14451,1.1426,7.72,#N/A,#N/A,0.5304,,,,,,
08/11/2018,262.1,0.14421,1.1363,7.44,#N/A,#N/A,0.5134,,,,,,
09/11/2018,260.09,0.14374,1.1336,7.06,#N/A,#N/A,0.4997,,,,,,
12/11/2018,254.22,0.1436,1.1218,6.91,#N/A,#N/A,0.5248,,,,,,
13/11/2018,253.06,0.14376,1.129,6.87,#N/A,#N/A,0.5213,,,,,,
14/11/2018,250.91,0.14387,1.131,5.98,#N/A,#N/A,0.4811,,,,,,
15/11/2018,253.22,0.14411,1.1328,6.25,#N/A,#N/A,0.4553,,,,,,
16/11/2018,254.05,0.14413,1.1415,6.05,#N/A,#N/A,0.4715,,,,,,
19/11/2018,249.86,0.14405,1.1454,5.4,#N/A,#N/A,0.4886,,,,,,
20/11/2018,244.5,0.14398,1.137,4.895,#N/A,#N/A,0.4661,,,,,,
21/11/2018,244.65,0.14436,1.1384,5.03,#N/A,#N/A,0.4422,,,,,,
22/11/2018,244.65,0.14426,1.1403,5.03,#N/A,#N/A,0.4331,,,,,,
23/11/2018,242.81,0.14392,1.1337,4.88,#N/A,#N/A,0.4103,,,,,,
26/11/2018,246.39,0.14408,1.1328,4.49,#N/A,#N/A,0.3534,,,,,,
27/11/2018,247.5,0.14385,1.1289,4.7,#N/A,#N/A,0.3484,,,,,,
28/11/2018,253.84,0.14381,1.1366,5.54,#N/A,#N/A,0.3887,,,,,,
29/11/2018,253.59,0.14403,1.1393,5.29,#N/A,#N/A,0.3778,,,,,,
30/11/2018,255.51,0.1437,1.1317,4.99,#N/A,#N/A,0.3591,,,,,,
03/12/2018,258.73,0.14528,1.1354,4.75,#N/A,#N/A,0.3507,,,,,,
04/12/2018,250.73,0.14626,1.1343,4.51,#N/A,#N/A,0.3612,,,,,,
05/12/2018,250.73,0.14584,1.1344,4.51,#N/A,#N/A,0.3435,,,,,,
06/12/2018,249.72,0.14529,1.1374,4.29,#N/A,#N/A,0.3276,,,,,,
07/12/2018,244.31,0.14547,1.1379,3.98,#N/A,#N/A,0.3032,,,,,,
10/12/2018,244.71,0.14466,1.1356,4.03,#N/A,#N/A,0.3002,,,,,,
11/12/2018,244.23,0.14494,1.1317,3.95,#N/A,#N/A,0.2972,,,,,,
12/12/2018,245.88,0.14535,1.1369,4.05,#N/A,#N/A,0.3084,,,,,,
13/12/2018,246.27,0.14531,1.1361,3.885,#N/A,#N/A,0.3044,,,,,,
14/12/2018,241.42,0.14477,1.1306,3.84,#N/A,#N/A,0.2923,,,,,,
17/12/2018,236.43,0.14499,1.1348,4.35,#N/A,#N/A,0.3055,,,,,,
18/12/2018,237.36,0.14503,1.1361,4.15,#N/A,#N/A,0.3397,,,,,,
19/12/2018,233.42,0.14511,1.1376,4.31,#N/A,#N/A,0.3799,,,,,,
20/12/2018,228.89,0.14524,1.1446,4.63,#N/A,#N/A,0.3769,,,,,,
21/12/2018,224.09,0.14479,1.1372,4.32,#N/A,#N/A,0.3719,,,,,,
24/12/2018,218.1,0.14495,1.1406,4.79,#N/A,#N/A,0.443,,,,,,
25/12/2018,218.1,0.1452,1.1392,4.79,#N/A,#N/A,0.3771,,,,,,
26/12/2018,228.71,0.14523,1.1353,4.25,#N/A,#N/A,0.3687,,,,,,
27/12/2018,231.26,0.14564,1.143,4.04,#N/A,#N/A,0.3686,,,,,,
28/12/2018,230.48,0.14539,1.1444,4.17,#N/A,#N/A,0.3592,,,,,,
31/12/2018,233.2,0.14538,1.1467,3.965,#N/A,#N/A,0.3614,,,,,,
01/01/2019,233.2,0.14538,1.1465,3.965,#N/A,#N/A,0.3601,,,,,,
02/01/2019,233.36,0.14573,1.1344,4.62,#N/A,#N/A,0.3701,,,,,,
03/01/2019,226.72,0.14552,1.1394,4.52,#N/A,#N/A,0.3653,,,,,,
04/01/2019,234.28,0.14559,1.1395,4.53,#N/A,#N/A,0.354,,,,,,
07/01/2019,235.36,0.14596,1.1474,4.86,#N/A,#N/A,0.367,,,,,,
08/01/2019,237.92,0.14592,1.1441,4.96,#N/A,#N/A,0.3746,,,,,,
09/01/2019,238.92,0.14677,1.1543,4.71,#N/A,#N/A,0.3681,,,,,,
10/01/2019,240,0.14731,1.15,4.32,#N/A,#N/A,0.3451,,,,,,
11/01/2019,239.88,0.14787,1.1469,4.32,#N/A,#N/A,0.3342,,,,,,
14/01/2019,238.94,0.14775,1.1469,4.47,#N/A,#N/A,0.329,,,,,,
15/01/2019,240.64,0.14791,1.1413,4.21,#N/A,#N/A,0.333,,,,,,
16/01/2019,241.86,0.14798,1.1392,4.24,#N/A,#N/A,0.3303,,,,,,
17/01/2019,243.8,0.14758,1.1389,4.43,#N/A,#N/A,0.3279,,,,,,
18/01/2019,247.05,0.14752,1.1363,4.34,#N/A,#N/A,0.3274,,,,,,
21/01/2019,247.05,0.1471,1.1365,4.34,#N/A,#N/A,0.3198,,,,,,
22/01/2019,244,0.14689,1.136,4.25,#N/A,#N/A,0.3215,,,,,,
23/01/2019,245.72,0.14723,1.1381,4.12,#N/A,#N/A,0.3192,,,,,,
24/01/2019,245.47,0.14731,1.1304,4.25,#N/A,#N/A,0.3189,,,,,,
25/01/2019,247.39,0.14818,1.1406,4.19,#N/A,#N/A,0.3158,,,,,,
28/01/2019,245.1,0.14825,1.1428,3.93,#N/A,#N/A,0.2867,,,,,,
29/01/2019,245.71,0.14852,1.1433,4.02,#N/A,#N/A,0.2922,,,,,,
30/01/2019,250.18,0.14889,1.148,4.06,#N/A,#N/A,0.3185,,,,,,
31/01/2019,250.12,0.14924,1.1448,3.99,#N/A,#N/A,0.3118,,,,,,
01/02/2019,250.48,0.14826,1.1456,4.02,#N/A,#N/A,0.3108,,,,,,
04/02/2019,252.32,0.14826,1.1438,3.96,#N/A,#N/A,0.3,,,,,,
05/02/2019,253.96,0.14826,1.1406,3.9,#N/A,#N/A,0.2975,,,,,,
06/02/2019,253.87,0.14826,1.1362,3.84,#N/A,#N/A,0.2908,,,,,,
07/02/2019,251.9,0.14826,1.1341,3.87,#N/A,#N/A,0.2927,,,,,,
08/02/2019,251.32,0.14826,1.1323,4.46,#N/A,#N/A,0.3021,,,,,,
11/02/2019,250.94,0.14722,1.1276,4.23,#N/A,#N/A,0.3055,,,,,,
12/02/2019,254.53,0.14762,1.1326,4.385,#N/A,#N/A,0.3001,,,,,,
13/02/2019,255.8,0.14792,1.1261,4.16,#N/A,#N/A,0.3029,,,,,,
14/02/2019,255.16,0.14766,1.1295,4.08,#N/A,#N/A,0.3025,,,,,,
15/02/2019,258.65,0.14764,1.1296,4.19,#N/A,#N/A,0.3001,,,,,,
18/02/2019,258.65,0.14778,1.1311,4.19,#N/A,#N/A,0.3181,,,,,,
19/02/2019,258.81,0.14796,1.1341,4.68,#N/A,#N/A,0.3406,,,,,,
20/02/2019,259.5,0.14879,1.1338,4.82,#N/A,#N/A,0.3287,,,,,,
21/02/2019,258.53,0.14876,1.1336,4.72,#N/A,#N/A,0.3215,,,,,,
22/02/2019,260.17,0.14894,1.1335,4.84,#N/A,#N/A,0.3229,,,,,,
25/02/2019,260.89,0.14949,1.1358,4.65,#N/A,#N/A,0.3079,,,,,,
26/02/2019,260.54,0.14925,1.1389,4.36,#N/A,#N/A,0.3225,,,,,,
27/02/2019,259.87,0.14954,1.137,4.3,#N/A,#N/A,0.3185,,,,,,
28/02/2019,259.28,0.14939,1.1371,4.46,#N/A,#N/A,0.3161,,,,,,
01/03/2019,260.42,0.14911,1.1365,4.58,#N/A,#N/A,0.3237,,,,,,
04/03/2019,258.28,0.1491,1.134,4.29,#N/A,#N/A,0.3052,,,,,,
05/03/2019,258.19,0.14909,1.1308,4.57,#N/A,#N/A,0.3153,,,,,,
06/03/2019,256.87,0.149,1.1307,4.65,#N/A,#N/A,0.3199,,,,,,
07/03/2019,254.81,0.14892,1.1193,4.75,#N/A,#N/A,0.319,,,,,,
08/03/2019,254.71,0.14877,1.1235,4.86,#N/A,#N/A,0.3129,,,,,,
11/03/2019,256.76,0.14867,1.1245,4.62,#N/A,#N/A,0.3116,,,,,,
12/03/2019,255.86,0.14906,1.1288,4.6,#N/A,#N/A,0.3122,,,,,,
13/03/2019,257.35,0.1491,1.1327,4.5,#N/A,#N/A,0.318,,,,,,
14/03/2019,257.54,0.14875,1.1304,4.5,#N/A,#N/A,0.3133,,,,,,
15/03/2019,258.34,0.14895,1.1326,4.66,#N/A,#N/A,0.3175,,,,,,
18/03/2019,258.99,0.14896,1.1337,4.88,#N/A,#N/A,0.3172,,,,,,
19/03/2019,258.88,0.14899,1.1352,4.99,#N/A,#N/A,0.3155,,,,,,
